sample_id,sample_date,chemical,chem_conc
Q2,1988-11-15,mg,2.34
Q2,1988-11-15,ca,4.98
Q2,1988-11-15,nh4_n,NA
Q2,1988-11-15,no3_n,224
Q2,1988-11-22,k,0.8
Q2,1988-11-22,mg,2.25
Q2,1988-11-22,ca,4.87
Q2,1988-11-22,nh4_n,NA
Q2,1988-11-22,no3_n,224
Q2,1988-11-29,k,0.82
Q2,1988-11-29,mg,2.59
Q2,1988-11-29,ca,4.2
Q2,1988-11-29,nh4_n,NA
Q2,1988-11-29,no3_n,208
Q2,1988-12-06,k,0.96
Q2,1988-12-06,mg,2.62
Q2,1988-12-06,ca,3.96
Q2,1988-12-06,nh4_n,NA
Q2,1988-12-06,no3_n,239
Q2,1988-12-13,k,0.87
Q2,1988-12-13,mg,2.25
Q2,1988-12-13,ca,1.3
Q2,1988-12-13,nh4_n,NA
Q2,1988-12-13,no3_n,220
Q2,1988-12-20,k,0.83
Q2,1988-12-20,mg,2.33
Q2,1988-12-20,ca,4.05
Q2,1988-12-20,nh4_n,NA
Q2,1988-12-20,no3_n,214
Q2,1988-12-27,k,0.83
Q2,1988-12-27,mg,2.42
Q2,1988-12-27,ca,5.21
Q2,1988-12-27,nh4_n,NA
Q2,1988-12-27,no3_n,227
Q2,1989-01-03,k,0.91
Q2,1989-01-03,mg,2.5
Q2,1989-01-03,ca,3.96
Q2,1989-01-03,nh4_n,NA
Q2,1989-01-03,no3_n,9
Q2,1989-01-10,k,1
Q2,1989-01-10,mg,1.97
Q2,1989-01-10,ca,4.92
Q2,1989-01-10,nh4_n,NA
Q2,1989-01-10,no3_n,421
Q2,1989-01-17,k,1
Q2,1989-01-17,mg,2.54
Q2,1989-01-17,ca,3.93
Q2,1989-01-17,nh4_n,NA
Q2,1989-01-17,no3_n,139
Q2,1989-01-24,k,0.94
Q2,1989-01-24,mg,2.66
Q2,1989-01-24,ca,4.08
Q2,1989-01-24,nh4_n,NA
Q2,1989-01-24,no3_n,222
Q2,1989-01-31,k,0.94
Q2,1989-01-31,mg,2.69
Q2,1989-01-31,ca,4.08
Q2,1989-01-31,nh4_n,NA
Q2,1989-01-31,no3_n,246
Q2,1989-02-07,k,0.94
Q2,1989-02-07,mg,2.55
Q2,1989-02-07,ca,5.08
Q2,1989-02-07,nh4_n,NA
Q2,1989-02-07,no3_n,245
Q2,1989-02-14,k,0.78
Q2,1989-02-14,mg,2.69
Q2,1989-02-14,ca,5.09
Q2,1989-02-14,nh4_n,NA
Q2,1989-02-14,no3_n,249
Q2,1989-02-21,k,0.86
Q2,1989-02-21,mg,2.36
Q2,1989-02-21,ca,4.65
Q2,1989-02-21,nh4_n,NA
Q2,1989-02-21,no3_n,228
Q2,1989-02-28,k,0.9
Q2,1989-02-28,mg,2.25
Q2,1989-02-28,ca,4.59
Q2,1989-02-28,nh4_n,NA
Q2,1989-02-28,no3_n,235
Q2,1989-03-07,k,0.89
Q2,1989-03-07,mg,2.59
Q2,1989-03-07,ca,5.04
Q2,1989-03-07,nh4_n,NA
Q2,1989-03-07,no3_n,237
Q2,1989-03-09,k,NA
Q2,1989-03-09,mg,NA
Q2,1989-03-09,ca,NA
Q2,1989-03-09,nh4_n,NA
Q2,1989-03-09,no3_n,NA
Q2,1989-03-14,k,NA
Q2,1989-03-14,mg,NA
Q2,1989-03-14,ca,NA
Q2,1989-03-14,nh4_n,NA
Q2,1989-03-14,no3_n,61
Q2,1989-03-14,k,0.86
Q2,1989-03-14,mg,2.35
Q2,1989-03-14,ca,4.79
Q2,1989-03-14,nh4_n,NA
Q2,1989-03-14,no3_n,466
Q2,1989-03-21,k,0.86
Q2,1989-03-21,mg,5.57
Q2,1989-03-21,ca,4.66
Q2,1989-03-21,nh4_n,NA
Q2,1989-03-21,no3_n,229
Q2,1989-03-28,k,0.5
Q2,1989-03-28,mg,2.61
Q2,1989-03-28,ca,4.66
Q2,1989-03-28,nh4_n,NA
Q2,1989-03-28,no3_n,217
Q2,1989-04-04,k,0.86
Q2,1989-04-04,mg,2.49
Q2,1989-04-04,ca,4.13
Q2,1989-04-04,nh4_n,NA
Q2,1989-04-04,no3_n,224
Q2,1989-04-11,k,0.9
Q2,1989-04-11,mg,2.23
Q2,1989-04-11,ca,4.95
Q2,1989-04-11,nh4_n,NA
Q2,1989-04-11,no3_n,209
Q2,1989-04-18,k,0.91
Q2,1989-04-18,mg,2.47
Q2,1989-04-18,ca,4.11
Q2,1989-04-18,nh4_n,NA
Q2,1989-04-18,no3_n,143
Q2,1989-04-25,k,0.94
Q2,1989-04-25,mg,2.51
Q2,1989-04-25,ca,4.2
Q2,1989-04-25,nh4_n,NA
Q2,1989-04-25,no3_n,162
Q2,1989-05-02,k,0.97
Q2,1989-05-02,mg,2.62
Q2,1989-05-02,ca,4.23
Q2,1989-05-02,nh4_n,NA
Q2,1989-05-02,no3_n,151
Q2,1989-05-09,k,0.98
Q2,1989-05-09,mg,2.36
Q2,1989-05-09,ca,5.1
Q2,1989-05-09,nh4_n,NA
Q2,1989-05-09,no3_n,194
Q2,1989-05-16,k,0.97
Q2,1989-05-16,mg,3.03
Q2,1989-05-16,ca,4.17
Q2,1989-05-16,nh4_n,NA
Q2,1989-05-16,no3_n,186
Q2,1989-05-23,k,0.85
Q2,1989-05-23,mg,2.74
Q2,1989-05-23,ca,4.41
Q2,1989-05-23,nh4_n,NA
Q2,1989-05-23,no3_n,166
Q2,1989-05-30,k,0.97
Q2,1989-05-30,mg,2.8
Q2,1989-05-30,ca,4.23
Q2,1989-05-30,nh4_n,NA
Q2,1989-05-30,no3_n,156
Q2,1989-06-06,k,1.02
Q2,1989-06-06,mg,2.76
Q2,1989-06-06,ca,4.44
Q2,1989-06-06,nh4_n,NA
Q2,1989-06-06,no3_n,199
Q2,1989-06-13,k,0.83
Q2,1989-06-13,mg,2.62
Q2,1989-06-13,ca,5.19
Q2,1989-06-13,nh4_n,NA
Q2,1989-06-13,no3_n,167
Q2,1989-06-20,k,0.9
Q2,1989-06-20,mg,2.64
Q2,1989-06-20,ca,5.25
Q2,1989-06-20,nh4_n,NA
Q2,1989-06-20,no3_n,185
Q2,1989-06-27,k,0.88
Q2,1989-06-27,mg,2.86
Q2,1989-06-27,ca,4.72
Q2,1989-06-27,nh4_n,NA
Q2,1989-06-27,no3_n,86
Q2,1989-07-05,k,0.95
Q2,1989-07-05,mg,1.25
Q2,1989-07-05,ca,2.98
Q2,1989-07-05,nh4_n,NA
Q2,1989-07-05,no3_n,211
Q2,1989-07-11,k,1.1
Q2,1989-07-11,mg,2.5
Q2,1989-07-11,ca,5.07
Q2,1989-07-11,nh4_n,NA
Q2,1989-07-11,no3_n,198
Q2,1989-07-18,k,1.07
Q2,1989-07-18,mg,2.48
Q2,1989-07-18,ca,5.25
Q2,1989-07-18,nh4_n,NA
Q2,1989-07-18,no3_n,132
Q2,1989-07-26,k,1.03
Q2,1989-07-26,mg,2.51
Q2,1989-07-26,ca,5.03
Q2,1989-07-26,nh4_n,NA
Q2,1989-07-26,no3_n,200
Q2,1989-08-01,k,0.98
Q2,1989-08-01,mg,2.49
Q2,1989-08-01,ca,4.91
Q2,1989-08-01,nh4_n,NA
Q2,1989-08-01,no3_n,226
Q2,1989-08-08,k,1.09
Q2,1989-08-08,mg,2.87
Q2,1989-08-08,ca,5.2
Q2,1989-08-08,nh4_n,NA
Q2,1989-08-08,no3_n,139
Q2,1989-08-15,k,0.98
Q2,1989-08-15,mg,2.76
Q2,1989-08-15,ca,5.05
Q2,1989-08-15,nh4_n,NA
Q2,1989-08-15,no3_n,145
Q2,1989-08-22,k,0.96
Q2,1989-08-22,mg,1.49
Q2,1989-08-22,ca,3.24
Q2,1989-08-22,nh4_n,NA
Q2,1989-08-22,no3_n,247
Q2,1989-08-29,k,0.96
Q2,1989-08-29,mg,2.59
Q2,1989-08-29,ca,5.03
Q2,1989-08-29,nh4_n,NA
Q2,1989-08-29,no3_n,149
Q2,1989-09-05,k,0.98
Q2,1989-09-05,mg,2.8
Q2,1989-09-05,ca,5.56
Q2,1989-09-05,nh4_n,NA
Q2,1989-09-05,no3_n,32
Q2,1989-09-12,k,0.98
Q2,1989-09-12,mg,2.85
Q2,1989-09-12,ca,5.24
Q2,1989-09-12,nh4_n,NA
Q2,1989-09-12,no3_n,8
Q2,1989-09-20,k,NA
Q2,1989-09-20,mg,NA
Q2,1989-09-20,ca,NA
Q2,1989-09-20,nh4_n,NA
Q2,1989-09-20,no3_n,NA
Q2,1989-09-22,k,1.13
Q2,1989-09-22,mg,2.51
Q2,1989-09-22,ca,4.89
Q2,1989-09-22,nh4_n,NA
Q2,1989-09-22,no3_n,NA
Q2,1989-09-26,k,1.35
Q2,1989-09-26,mg,2.72
Q2,1989-09-26,ca,5.15
Q2,1989-09-26,nh4_n,NA
Q2,1989-09-26,no3_n,NA
Q2,1989-09-26,k,1.48
Q2,1989-09-26,mg,2.73
Q2,1989-09-26,ca,5.2
Q2,1989-09-26,nh4_n,NA
Q2,1989-09-26,no3_n,106
Q2,1989-10-03,k,1.18
Q2,1989-10-03,mg,2.88
Q2,1989-10-03,ca,5.49
Q2,1989-10-03,nh4_n,NA
Q2,1989-10-03,no3_n,113
Q2,1989-10-05,k,1.1
Q2,1989-10-05,mg,NA
Q2,1989-10-05,ca,NA
Q2,1989-10-05,nh4_n,NA
Q2,1989-10-05,no3_n,NA
Q2,1989-10-10,k,1.09
Q2,1989-10-10,mg,2.9
Q2,1989-10-10,ca,5.51
Q2,1989-10-10,nh4_n,NA
Q2,1989-10-10,no3_n,NA
Q2,1989-10-17,k,1.3
Q2,1989-10-17,mg,2.94
Q2,1989-10-17,ca,5.63
Q2,1989-10-17,nh4_n,NA
Q2,1989-10-17,no3_n,171
Q2,1989-10-24,k,1.34
Q2,1989-10-24,mg,2.97
Q2,1989-10-24,ca,5.71
Q2,1989-10-24,nh4_n,NA
Q2,1989-10-24,no3_n,383
Q2,1989-10-31,k,1.37
Q2,1989-10-31,mg,3.45
Q2,1989-10-31,ca,6.02
Q2,1989-10-31,nh4_n,NA
Q2,1989-10-31,no3_n,443
Q2,1989-11-07,k,1.82
Q2,1989-11-07,mg,3.05
Q2,1989-11-07,ca,5.31
Q2,1989-11-07,nh4_n,NA
Q2,1989-11-07,no3_n,624
Q2,1989-11-08,k,2.44
Q2,1989-11-08,mg,2.92
Q2,1989-11-08,ca,5.45
Q2,1989-11-08,nh4_n,NA
Q2,1989-11-08,no3_n,1204
Q2,1989-11-14,k,1.6
Q2,1989-11-14,mg,3.02
Q2,1989-11-14,ca,5.25
Q2,1989-11-14,nh4_n,NA
Q2,1989-11-14,no3_n,424
Q2,1989-11-21,k,1.37
Q2,1989-11-21,mg,3.09
Q2,1989-11-21,ca,5.4
Q2,1989-11-21,nh4_n,NA
Q2,1989-11-21,no3_n,304
Q2,1989-11-28,k,1.06
Q2,1989-11-28,mg,3.22
Q2,1989-11-28,ca,6.86
Q2,1989-11-28,nh4_n,NA
Q2,1989-11-28,no3_n,290
Q2,1989-12-05,k,0.96
Q2,1989-12-05,mg,3.17
Q2,1989-12-05,ca,6.77
Q2,1989-12-05,nh4_n,NA
Q2,1989-12-05,no3_n,262
Q2,1989-12-12,k,1.05
Q2,1989-12-12,mg,3.14
Q2,1989-12-12,ca,6.85
Q2,1989-12-12,nh4_n,NA
Q2,1989-12-12,no3_n,265
Q2,1989-12-19,k,0.93
Q2,1989-12-19,mg,3.13
Q2,1989-12-19,ca,6.91
Q2,1989-12-19,nh4_n,NA
Q2,1989-12-19,no3_n,263
Q2,1989-12-26,k,0.79
Q2,1989-12-26,mg,3.19
Q2,1989-12-26,ca,5.89
Q2,1989-12-26,nh4_n,NA
Q2,1989-12-26,no3_n,164
Q2,1990-01-02,k,2.42
Q2,1990-01-02,mg,3.28
Q2,1990-01-02,ca,6.84
Q2,1990-01-02,nh4_n,NA
Q2,1990-01-02,no3_n,NA
Q2,1990-01-09,k,1.21
Q2,1990-01-09,mg,2.85
Q2,1990-01-09,ca,6.15
Q2,1990-01-09,nh4_n,NA
Q2,1990-01-09,no3_n,275
Q2,1990-01-16,k,1.2
Q2,1990-01-16,mg,3.13
Q2,1990-01-16,ca,6.75
Q2,1990-01-16,nh4_n,NA
Q2,1990-01-16,no3_n,385
Q2,1990-01-23,k,1.24
Q2,1990-01-23,mg,3
Q2,1990-01-23,ca,6.5
Q2,1990-01-23,nh4_n,NA
Q2,1990-01-23,no3_n,10
Q2,1990-01-30,k,1.23
Q2,1990-01-30,mg,3
Q2,1990-01-30,ca,6.66
Q2,1990-01-30,nh4_n,NA
Q2,1990-01-30,no3_n,13
Q2,1990-02-06,k,1.08
Q2,1990-02-06,mg,3.06
Q2,1990-02-06,ca,6.8
Q2,1990-02-06,nh4_n,NA
Q2,1990-02-06,no3_n,277
Q2,1990-02-13,k,1.29
Q2,1990-02-13,mg,3.3
Q2,1990-02-13,ca,6.8
Q2,1990-02-13,nh4_n,NA
Q2,1990-02-13,no3_n,288
Q2,1990-02-20,k,1.43
Q2,1990-02-20,mg,3.19
Q2,1990-02-20,ca,6.66
Q2,1990-02-20,nh4_n,NA
Q2,1990-02-20,no3_n,57
Q2,1990-02-27,k,1.34
Q2,1990-02-27,mg,3.27
Q2,1990-02-27,ca,6.94
Q2,1990-02-27,nh4_n,NA
Q2,1990-02-27,no3_n,253
Q2,1990-03-06,k,1.17
Q2,1990-03-06,mg,3.36
Q2,1990-03-06,ca,7.06
Q2,1990-03-06,nh4_n,NA
Q2,1990-03-06,no3_n,191
Q2,1990-03-13,k,1.93
Q2,1990-03-13,mg,1.93
Q2,1990-03-13,ca,4.31
Q2,1990-03-13,nh4_n,NA
Q2,1990-03-13,no3_n,151
Q2,1990-03-20,k,1.34
Q2,1990-03-20,mg,3.22
Q2,1990-03-20,ca,6.79
Q2,1990-03-20,nh4_n,NA
Q2,1990-03-20,no3_n,NA
Q2,1990-03-27,k,1.24
Q2,1990-03-27,mg,3.14
Q2,1990-03-27,ca,6.75
Q2,1990-03-27,nh4_n,NA
Q2,1990-03-27,no3_n,274
Q2,1990-04-03,k,1.12
Q2,1990-04-03,mg,3.33
Q2,1990-04-03,ca,7.01
Q2,1990-04-03,nh4_n,NA
Q2,1990-04-03,no3_n,NA
Q2,1990-04-10,k,1.08
Q2,1990-04-10,mg,3.41
Q2,1990-04-10,ca,7.31
Q2,1990-04-10,nh4_n,NA
Q2,1990-04-10,no3_n,111
Q2,1990-04-17,k,1.02
Q2,1990-04-17,mg,3.32
Q2,1990-04-17,ca,7.17
Q2,1990-04-17,nh4_n,NA
Q2,1990-04-17,no3_n,53
Q2,1990-04-24,k,1.05
Q2,1990-04-24,mg,3.34
Q2,1990-04-24,ca,7.25
Q2,1990-04-24,nh4_n,NA
Q2,1990-04-24,no3_n,10
Q2,1990-04-25,k,1.64
Q2,1990-04-25,mg,0.42
Q2,1990-04-25,ca,0.79
Q2,1990-04-25,nh4_n,NA
Q2,1990-04-25,no3_n,840
Q2,1990-04-25,k,1.99
Q2,1990-04-25,mg,0.51
Q2,1990-04-25,ca,1.03
Q2,1990-04-25,nh4_n,NA
Q2,1990-04-25,no3_n,1059
Q2,1990-04-25,k,1.92
Q2,1990-04-25,mg,0.63
Q2,1990-04-25,ca,1.17
Q2,1990-04-25,nh4_n,NA
Q2,1990-04-25,no3_n,1338
Q2,1990-04-26,k,1.56
Q2,1990-04-26,mg,2.23
Q2,1990-04-26,ca,4.58
Q2,1990-04-26,nh4_n,NA
Q2,1990-04-26,no3_n,711
Q2,1990-05-01,k,1.05
Q2,1990-05-01,mg,3.14
Q2,1990-05-01,ca,6.67
Q2,1990-05-01,nh4_n,NA
Q2,1990-05-01,no3_n,332
Q2,1990-05-08,k,1.23
Q2,1990-05-08,mg,3.2
Q2,1990-05-08,ca,6.8
Q2,1990-05-08,nh4_n,NA
Q2,1990-05-08,no3_n,10
Q2,1990-05-10,k,1.63
Q2,1990-05-10,mg,1.81
Q2,1990-05-10,ca,3.99
Q2,1990-05-10,nh4_n,NA
Q2,1990-05-10,no3_n,736
Q2,1990-05-15,k,1.26
Q2,1990-05-15,mg,3.09
Q2,1990-05-15,ca,6.66
Q2,1990-05-15,nh4_n,NA
Q2,1990-05-15,no3_n,274
Q2,1990-05-22,k,1.25
Q2,1990-05-22,mg,3.32
Q2,1990-05-22,ca,7.13
Q2,1990-05-22,nh4_n,NA
Q2,1990-05-22,no3_n,235
Q2,1990-05-29,k,1.29
Q2,1990-05-29,mg,3.12
Q2,1990-05-29,ca,5.2
Q2,1990-05-29,nh4_n,NA
Q2,1990-05-29,no3_n,359
Q2,1990-06-05,k,1.22
Q2,1990-06-05,mg,3.26
Q2,1990-06-05,ca,6.82
Q2,1990-06-05,nh4_n,NA
Q2,1990-06-05,no3_n,144
Q2,1990-06-12,k,1.26
Q2,1990-06-12,mg,3.41
Q2,1990-06-12,ca,6.99
Q2,1990-06-12,nh4_n,NA
Q2,1990-06-12,no3_n,261
Q2,1990-06-19,k,1.22
Q2,1990-06-19,mg,3.25
Q2,1990-06-19,ca,6.78
Q2,1990-06-19,nh4_n,NA
Q2,1990-06-19,no3_n,503
Q2,1990-06-26,k,1.22
Q2,1990-06-26,mg,2.9
Q2,1990-06-26,ca,6.06
Q2,1990-06-26,nh4_n,NA
Q2,1990-06-26,no3_n,294
Q2,1990-07-03,k,1.04
Q2,1990-07-03,mg,3.43
Q2,1990-07-03,ca,7.54
Q2,1990-07-03,nh4_n,NA
Q2,1990-07-03,no3_n,199
Q2,1990-07-10,k,1.08
Q2,1990-07-10,mg,3.46
Q2,1990-07-10,ca,7.25
Q2,1990-07-10,nh4_n,NA
Q2,1990-07-10,no3_n,212
Q2,1990-07-17,k,0.97
Q2,1990-07-17,mg,3.6
Q2,1990-07-17,ca,7.82
Q2,1990-07-17,nh4_n,NA
Q2,1990-07-17,no3_n,137
Q2,1990-07-24,k,1.24
Q2,1990-07-24,mg,1.94
Q2,1990-07-24,ca,4.1
Q2,1990-07-24,nh4_n,NA
Q2,1990-07-24,no3_n,236
Q2,1990-07-31,k,0.93
Q2,1990-07-31,mg,3.63
Q2,1990-07-31,ca,7.63
Q2,1990-07-31,nh4_n,NA
Q2,1990-07-31,no3_n,109
Q2,1990-08-07,k,0.93
Q2,1990-08-07,mg,3.68
Q2,1990-08-07,ca,8.2
Q2,1990-08-07,nh4_n,NA
Q2,1990-08-07,no3_n,107
Q2,1990-08-14,k,1.14
Q2,1990-08-14,mg,2.75
Q2,1990-08-14,ca,5.47
Q2,1990-08-14,nh4_n,NA
Q2,1990-08-14,no3_n,415
Q2,1990-08-21,k,0.95
Q2,1990-08-21,mg,3.33
Q2,1990-08-21,ca,7.35
Q2,1990-08-21,nh4_n,NA
Q2,1990-08-21,no3_n,212
Q2,1990-08-28,k,0.84
Q2,1990-08-28,mg,3.44
Q2,1990-08-28,ca,7.28
Q2,1990-08-28,nh4_n,NA
Q2,1990-08-28,no3_n,159
Q2,1990-09-04,k,0.88
Q2,1990-09-04,mg,3.73
Q2,1990-09-04,ca,8.31
Q2,1990-09-04,nh4_n,NA
Q2,1990-09-04,no3_n,10
Q2,1990-09-11,k,0.9
Q2,1990-09-11,mg,3.27
Q2,1990-09-11,ca,7.37
Q2,1990-09-11,nh4_n,NA
Q2,1990-09-11,no3_n,15
Q2,1990-09-18,k,0.85
Q2,1990-09-18,mg,3.25
Q2,1990-09-18,ca,7.16
Q2,1990-09-18,nh4_n,NA
Q2,1990-09-18,no3_n,22
Q2,1990-09-25,k,0.88
Q2,1990-09-25,mg,3.19
Q2,1990-09-25,ca,7.43
Q2,1990-09-25,nh4_n,NA
Q2,1990-09-25,no3_n,22
Q2,1990-10-02,k,0.96
Q2,1990-10-02,mg,2.38
Q2,1990-10-02,ca,6.12
Q2,1990-10-02,nh4_n,NA
Q2,1990-10-02,no3_n,128
Q2,1990-10-09,k,0.97
Q2,1990-10-09,mg,2.81
Q2,1990-10-09,ca,6.53
Q2,1990-10-09,nh4_n,NA
Q2,1990-10-09,no3_n,101
Q2,1990-10-16,k,0.91
Q2,1990-10-16,mg,3.27
Q2,1990-10-16,ca,6.67
Q2,1990-10-16,nh4_n,NA
Q2,1990-10-16,no3_n,97
Q2,1990-10-23,k,0.93
Q2,1990-10-23,mg,3.14
Q2,1990-10-23,ca,6.45
Q2,1990-10-23,nh4_n,NA
Q2,1990-10-23,no3_n,172
Q2,1990-10-30,k,1
Q2,1990-10-30,mg,1.54
Q2,1990-10-30,ca,3.29
Q2,1990-10-30,nh4_n,NA
Q2,1990-10-30,no3_n,100
Q2,1990-11-06,k,0.54
Q2,1990-11-06,mg,1.99
Q2,1990-11-06,ca,4.17
Q2,1990-11-06,nh4_n,NA
Q2,1990-11-06,no3_n,252
Q2,1990-11-13,k,0.86
Q2,1990-11-13,mg,3.37
Q2,1990-11-13,ca,6.61
Q2,1990-11-13,nh4_n,NA
Q2,1990-11-13,no3_n,170
Q2,1990-11-20,k,0.84
Q2,1990-11-20,mg,3.38
Q2,1990-11-20,ca,6.94
Q2,1990-11-20,nh4_n,NA
Q2,1990-11-20,no3_n,253
Q2,1990-11-27,k,0.89
Q2,1990-11-27,mg,3.16
Q2,1990-11-27,ca,6.99
Q2,1990-11-27,nh4_n,NA
Q2,1990-11-27,no3_n,205
Q2,1990-12-04,k,1.13
Q2,1990-12-04,mg,1.62
Q2,1990-12-04,ca,3.8
Q2,1990-12-04,nh4_n,NA
Q2,1990-12-04,no3_n,289
Q2,1990-12-04,k,0.94
Q2,1990-12-04,mg,2.84
Q2,1990-12-04,ca,6.28
Q2,1990-12-04,nh4_n,NA
Q2,1990-12-04,no3_n,8
Q2,1990-12-11,k,0.77
Q2,1990-12-11,mg,3.3
Q2,1990-12-11,ca,7.42
Q2,1990-12-11,nh4_n,NA
Q2,1990-12-11,no3_n,7
Q2,1990-12-14,k,2.16
Q2,1990-12-14,mg,2.32
Q2,1990-12-14,ca,5.33
Q2,1990-12-14,nh4_n,NA
Q2,1990-12-14,no3_n,300
Q2,1990-12-18,k,0.72
Q2,1990-12-18,mg,3.35
Q2,1990-12-18,ca,7.37
Q2,1990-12-18,nh4_n,NA
Q2,1990-12-18,no3_n,252
Q2,1990-12-25,k,0.89
Q2,1990-12-25,mg,3.37
Q2,1990-12-25,ca,7.1
Q2,1990-12-25,nh4_n,NA
Q2,1990-12-25,no3_n,235
Q2,1990-12-31,k,1.18
Q2,1990-12-31,mg,2.33
Q2,1990-12-31,ca,5.15
Q2,1990-12-31,nh4_n,NA
Q2,1990-12-31,no3_n,267
Q2,1991-01-08,k,1.13
Q2,1991-01-08,mg,3.15
Q2,1991-01-08,ca,7.06
Q2,1991-01-08,nh4_n,NA
Q2,1991-01-08,no3_n,340
Q2,1991-01-15,k,0.78
Q2,1991-01-15,mg,3.29
Q2,1991-01-15,ca,7.06
Q2,1991-01-15,nh4_n,NA
Q2,1991-01-15,no3_n,NA
Q2,1991-01-22,k,0.74
Q2,1991-01-22,mg,3.41
Q2,1991-01-22,ca,7.46
Q2,1991-01-22,nh4_n,NA
Q2,1991-01-22,no3_n,138
Q2,1991-01-29,k,0.75
Q2,1991-01-29,mg,3.25
Q2,1991-01-29,ca,7.07
Q2,1991-01-29,nh4_n,NA
Q2,1991-01-29,no3_n,95
Q2,1991-02-05,k,0.86
Q2,1991-02-05,mg,3.03
Q2,1991-02-05,ca,6.8
Q2,1991-02-05,nh4_n,NA
Q2,1991-02-05,no3_n,5
Q2,1991-02-12,k,0.89
Q2,1991-02-12,mg,3.39
Q2,1991-02-12,ca,7.42
Q2,1991-02-12,nh4_n,NA
Q2,1991-02-12,no3_n,63
Q2,1991-02-19,k,0.98
Q2,1991-02-19,mg,2.4
Q2,1991-02-19,ca,5.56
Q2,1991-02-19,nh4_n,NA
Q2,1991-02-19,no3_n,71
Q2,1991-02-26,k,0.87
Q2,1991-02-26,mg,2.28
Q2,1991-02-26,ca,6.71
Q2,1991-02-26,nh4_n,NA
Q2,1991-02-26,no3_n,229
Q2,1991-03-05,k,0.79
Q2,1991-03-05,mg,3.14
Q2,1991-03-05,ca,6.81
Q2,1991-03-05,nh4_n,NA
Q2,1991-03-05,no3_n,NA
Q2,1991-03-12,k,0.8
Q2,1991-03-12,mg,3.04
Q2,1991-03-12,ca,6.9
Q2,1991-03-12,nh4_n,NA
Q2,1991-03-12,no3_n,272
Q2,1991-03-19,k,0.8
Q2,1991-03-19,mg,3.11
Q2,1991-03-19,ca,7.2
Q2,1991-03-19,nh4_n,NA
Q2,1991-03-19,no3_n,212
Q2,1991-03-22,k,NA
Q2,1991-03-22,mg,NA
Q2,1991-03-22,ca,NA
Q2,1991-03-22,nh4_n,NA
Q2,1991-03-22,no3_n,NA
Q2,1991-03-26,k,0.76
Q2,1991-03-26,mg,3.11
Q2,1991-03-26,ca,7.02
Q2,1991-03-26,nh4_n,NA
Q2,1991-03-26,no3_n,158
Q2,1991-04-02,k,0.78
Q2,1991-04-02,mg,3.18
Q2,1991-04-02,ca,7.06
Q2,1991-04-02,nh4_n,NA
Q2,1991-04-02,no3_n,191
Q2,1991-04-09,k,0.76
Q2,1991-04-09,mg,2.93
Q2,1991-04-09,ca,6.66
Q2,1991-04-09,nh4_n,NA
Q2,1991-04-09,no3_n,18
Q2,1991-04-15,k,1
Q2,1991-04-15,mg,2.8
Q2,1991-04-15,ca,6.08
Q2,1991-04-15,nh4_n,NA
Q2,1991-04-15,no3_n,29
Q2,1991-04-23,k,1.02
Q2,1991-04-23,mg,2.93
Q2,1991-04-23,ca,6.62
Q2,1991-04-23,nh4_n,NA
Q2,1991-04-23,no3_n,19
Q2,1991-04-30,k,0.96
Q2,1991-04-30,mg,1.94
Q2,1991-04-30,ca,4.1
Q2,1991-04-30,nh4_n,NA
Q2,1991-04-30,no3_n,42
Q2,1991-05-07,k,1.02
Q2,1991-05-07,mg,3.09
Q2,1991-05-07,ca,3.08
Q2,1991-05-07,nh4_n,NA
Q2,1991-05-07,no3_n,18
Q2,1991-05-14,k,0.93
Q2,1991-05-14,mg,3.19
Q2,1991-05-14,ca,3.14
Q2,1991-05-14,nh4_n,NA
Q2,1991-05-14,no3_n,10
Q2,1991-05-21,k,0.98
Q2,1991-05-21,mg,3.1
Q2,1991-05-21,ca,3.7
Q2,1991-05-21,nh4_n,NA
Q2,1991-05-21,no3_n,19
Q2,1991-05-28,k,0.98
Q2,1991-05-28,mg,2.01
Q2,1991-05-28,ca,3.71
Q2,1991-05-28,nh4_n,NA
Q2,1991-05-28,no3_n,10
Q2,1991-05-31,k,1.08
Q2,1991-05-31,mg,3.08
Q2,1991-05-31,ca,3.02
Q2,1991-05-31,nh4_n,NA
Q2,1991-05-31,no3_n,NA
Q2,1991-06-01,k,NA
Q2,1991-06-01,mg,NA
Q2,1991-06-01,ca,NA
Q2,1991-06-01,nh4_n,NA
Q2,1991-06-01,no3_n,NA
Q2,1991-06-04,k,1.02
Q2,1991-06-04,mg,3.19
Q2,1991-06-04,ca,3.14
Q2,1991-06-04,nh4_n,NA
Q2,1991-06-04,no3_n,77
Q2,1991-06-11,k,1.1
Q2,1991-06-11,mg,3.01
Q2,1991-06-11,ca,3.66
Q2,1991-06-11,nh4_n,NA
Q2,1991-06-11,no3_n,91
Q2,1991-06-18,k,1.05
Q2,1991-06-18,mg,3
Q2,1991-06-18,ca,3.6
Q2,1991-06-18,nh4_n,NA
Q2,1991-06-18,no3_n,86
Q2,1991-06-25,k,1.04
Q2,1991-06-25,mg,3.26
Q2,1991-06-25,ca,3.17
Q2,1991-06-25,nh4_n,NA
Q2,1991-06-25,no3_n,35
Q2,1991-07-02,k,1.13
Q2,1991-07-02,mg,3.22
Q2,1991-07-02,ca,3.27
Q2,1991-07-02,nh4_n,NA
